id,car_id,driveline
4413,2012 Ford Expedition XL,Rear-wheel drive
4414,2012 Ford Expedition XLT,Rear-wheel drive
4415,2012 Ford Expedition Limited,Rear-wheel drive
4416,2012 Ford Expedition King Ranch,Rear-wheel drive
4417,2012 Ford Expedition XL EL,Rear-wheel drive
4418,2012 Ford Expedition XLT EL,Rear-wheel drive
4419,2012 Ford Expedition Limited EL,Rear-wheel drive
4420,2012 Ford Expedition King Ranch EL,Rear-wheel drive
4421,2012 Ford Expedition XL 4x4,All-wheel drive
4422,2012 Ford Expedition XLT 4x4,All-wheel drive
4423,2012 Ford Expedition Limited 4x4,All-wheel drive
4424,2012 Ford Expedition King Ranch 4x4,All-wheel drive
4425,2012 Ford Expedition XL EL 4x4,All-wheel drive
4426,2012 Ford Expedition XLT EL 4x4,All-wheel drive
4427,2012 Ford Expedition Limited EL 4x4,All-wheel drive
4428,2012 Ford Expedition King Ranch EL 4x4,All-wheel drive
4429,2012 Nissan Xterra X,Rear-wheel drive
4430,2012 Nissan Xterra X 4X4,All-wheel drive
4431,2012 Nissan Xterra S,Rear-wheel drive
4432,2012 Nissan Xterra S 4X4,All-wheel drive
4433,2012 Nissan Xterra S 4X4 AT,All-wheel drive
4434,2012 Nissan Xterra Pro-4X,All-wheel drive
4435,2012 Nissan Xterra Pro-4X AT,All-wheel drive
4436,2012 Nissan Pathfinder S,Rear-wheel drive
4437,2012 Nissan Pathfinder S 4x4,All-wheel drive
4438,2012 Nissan Pathfinder SV,Rear-wheel drive
4439,2012 Nissan Pathfinder SV 4x4,All-wheel drive
4440,2012 Nissan Pathfinder Silver Edition,Rear-wheel drive
4441,2012 Nissan Pathfinder Silver Edition 4x4,All-wheel drive
4442,2012 Nissan Pathfinder LE,Rear-wheel drive
4443,2012 Nissan Pathfinder LE 4x4,All-wheel drive
4444,2012 Nissan Pathfinder LE V8,All-wheel drive
4445,2012 Hyundai Veracruz GLS,Front-wheel drive
4446,2012 Hyundai Veracruz GLS AWD,All-wheel drive
4447,2012 Hyundai Veracruz Limited AWD,All-wheel drive
4448,2012 Hyundai Veracruz Limited,Front-wheel drive
4449,2012 Infiniti G25,Rear-wheel drive
4450,2012 Infiniti G25 Journey,Rear-wheel drive
4451,2012 Infiniti G25x AWD,All-wheel drive
4452,2012 Infiniti G37 Sedan Journey,Rear-wheel drive
4453,2012 Infiniti G37x Sedan AWD,All-wheel drive
4454,2012 Infiniti G37 Sedan Sport 6MT,Rear-wheel drive
4455,2012 Infiniti G37 Coupe,Rear-wheel drive
4456,2012 Infiniti G37 Coupe Journey,Rear-wheel drive
4457,2012 Infiniti G37x Coupe AWD,All-wheel drive
4458,2012 Infiniti G37 Coupe Sport 6MT,Rear-wheel drive
4459,2012 Volvo C30 R-Design,Front-wheel drive
4460,2012 Volvo C30 T5,Front-wheel drive
4461,2012 Jeep Compass Sport 4x4,All-wheel drive
4462,2012 Jeep Compass Sport 4x2,Front-wheel drive
4463,2012 Nissan Armada SV,Rear-wheel drive
4464,2012 Nissan Armada SV FFV,Rear-wheel drive
4465,2012 Nissan Armada SV 4x4,All-wheel drive
4466,2012 Nissan Armada SV 4x4 FFV,All-wheel drive
4467,2012 Nissan Armada SL,Rear-wheel drive
4468,2012 Nissan Armada SL FFV,Rear-wheel drive
4469,2012 Nissan Armada SL 4x4,All-wheel drive
4470,2012 Nissan Armada SL 4x4 FFV,All-wheel drive
4471,2012 Nissan Armada Platinum,Rear-wheel drive
4473,2012 Nissan Armada Platinum 4x4,All-wheel drive
4474,2012 Nissan Armada Platinum 4x4 FFV,All-wheel drive
4475,2012 Lexus IS 250 RWD,Rear-wheel drive
4476,2012 Lexus IS 250 AWD,All-wheel drive
4477,2012 Lexus IS 250 RWD MT,Rear-wheel drive
4478,2012 Lexus IS 350 RWD,Rear-wheel drive
4479,2012 Lexus IS 350 AWD,All-wheel drive
4480,2012 Lexus IS 350 C RWD,Rear-wheel drive
4481,2012 Lexus IS 250 C RWD MT,Rear-wheel drive
4482,2012 Lexus IS 250 C RWD,Rear-wheel drive
4483,2012 Lexus IS F,Rear-wheel drive
4484,2012 Lexus ES 350,Front-wheel drive
4485,2012 Lexus LS 460,Rear-wheel drive
4486,2012 Lexus LS 460 AWD,All-wheel drive
4487,2012 Lexus LS 460 L,Rear-wheel drive
4488,2012 Lexus LS 460 L AWD,All-wheel drive
4489,2012 Toyota Sienna,Front-wheel drive
4490,2012 Toyota Sienna V6,Front-wheel drive
4491,2012 Toyota Sienna LE,Front-wheel drive
4492,2012 Toyota Sienna LE V6,Front-wheel drive
4493,2012 Toyota Sienna LE V6 AWD,All-wheel drive
4494,2012 Toyota Sienna LE Mobility Auto Access,Front-wheel drive
4495,2012 Toyota Sienna SE,Front-wheel drive
4496,2012 Toyota Sienna XLE,Front-wheel drive
4497,2012 Toyota Sienna XLE AWD,All-wheel drive
4498,2012 Toyota Sienna XLE Mobility Auto Access,Front-wheel drive
4499,2012 Toyota Sienna Limited,Front-wheel drive
4500,2012 Toyota Sienna Limited AWD,All-wheel drive
4501,2012 Audi A5 Cabriolet 2.0 T Quattro,All-wheel drive
4502,2012 Audi A8 L,All-wheel drive
4503,2012 Audi A8,All-wheel drive
4504,2012 Audi A8 W12,All-wheel drive
4505,2012 Audi TT RS,All-wheel drive
4506,2012 Honda Accord LX Sedan,Front-wheel drive
4507,2012 Honda Accord LX Sedan AT,Front-wheel drive
4508,2012 Honda Accord LX-P Sedan,Front-wheel drive
4509,2012 Honda Accord SE Sedan,Front-wheel drive
4510,2012 Honda Accord EX Sedan,Front-wheel drive
4511,2012 Honda Accord EX Sedan AT,Front-wheel drive
4512,2012 Honda Accord EX-L V-6 Sedan,Front-wheel drive
4513,2012 Honda Accord EX-L Sedan,Front-wheel drive
4514,2012 Honda Accord EX V-6 Sedan,Front-wheel drive
4515,2012 Honda Accord LX-S Coupe,Front-wheel drive
4516,2012 Honda Accord LX-S Coupe AT,Front-wheel drive
4517,2012 Lexus RX 350 AWD,All-wheel drive
4518,2012 Lexus RX 350 FWD,Front-wheel drive
4519,2012 Honda Accord EX Coupe,Front-wheel drive
4520,2012 Honda Accord EX Coupe AT,Front-wheel drive
4521,2012 Honda Accord EX-L Coupe,Front-wheel drive
4522,2012 Honda Accord EX-L V6 Coupe,Front-wheel drive
4523,2012 Honda Accord EX-L V6 Coupe AT,Front-wheel drive
4524,2012 Infiniti G37 Convertible,Rear-wheel drive
4525,2012 Infiniti G37 Convertible Sport 6MT,Rear-wheel drive
4526,2012 Infiniti IPL G Coupe,Rear-wheel drive
4527,2012 Infiniti IPL G Coupe 6MT,Rear-wheel drive
4528,2012 Lexus LFA,Rear-wheel drive
4529,2012 Infiniti EX35,Rear-wheel drive
4530,2012 Infiniti EX35 AWD,All-wheel drive
4531,2012 Infiniti EX35 Journey,Rear-wheel drive
4532,2012 Infiniti EX35 Journey AWD,All-wheel drive
4533,2012 Infiniti FX35,Rear-wheel drive
4534,2012 Infiniti FX35 AWD,All-wheel drive
4535,2012 Infiniti FX50 AWD,All-wheel drive
4536,2012 Infiniti QX56 2WD,Rear-wheel drive
4537,2012 Infiniti QX56 4WD,All-wheel drive
4538,2012 Dodge Durango SXT,Rear-wheel drive
4539,2012 Dodge Durango SXT AWD,All-wheel drive
4540,2012 Dodge Durango Crew,Rear-wheel drive
4541,2012 Dodge Durango Crew V8,Rear-wheel drive
4542,2012 Dodge Durango Crew AWD,All-wheel drive
4543,2012 Dodge Durango Crew V8 AWD,All-wheel drive
4544,2012 Dodge Durango R/T,Rear-wheel drive
4545,2012 Dodge Durango R/T AWD,All-wheel drive
4546,2012 Dodge Durango Citadel,Rear-wheel drive
4547,2012 Dodge Durango Citadel V8,Rear-wheel drive
4548,2012 Dodge Durango Citadel AWD,All-wheel drive
4549,2012 Dodge Durango Citadel AWD V8,All-wheel drive
4550,2012 Grand Cherokee SRT8 4x4,All-wheel drive
4551,2012 Grand Cherokee Laredo 4x2,Rear-wheel drive
4552,2012 Grand Cherokee Limited 4x2,Rear-wheel drive
4553,2012 Grand Cherokee Laredo X 4x2,Rear-wheel drive
4554,2012 Grand Cherokee Limited 4x4,All-wheel drive
4555,2012 Grand Cherokee Overland Summit 4x4,All-wheel drive
4556,2012 Grand Cherokee Laredo 4x4,All-wheel drive
4557,2012 Grand Cherokee Overland Summit 4x2,Rear-wheel drive
4558,2012 Grand Cherokee Laredo X 4x4,All-wheel drive
4559,2012 Toyota 4Runner SR5,Rear-wheel drive
4560,2012 Toyota 4Runner SR5 4x4,Rear-wheel drive
4561,2012 Toyota 4Runner Trail,Rear-wheel drive
4562,2012 Toyota 4Runner Limited,Rear-wheel drive
4563,2012 Toyota 4Runner Limited 4x4,Rear-wheel drive
4564,2012 Mazda Mazda2 Sport,Front-wheel drive
4565,2012 Mazda Mazda2 Touring,Front-wheel drive
4566,2012 Mazda Mazda2 Sport AT,Front-wheel drive
4567,2012 Mazda Mazda2 Touring AT,Front-wheel drive
4568,2012 Toyota Sequoia SR5,Rear-wheel drive
4569,2012 Toyota Sequoia SR5 5.7L,Rear-wheel drive
4570,2012 Toyota Sequoia SR5 4WD,All-wheel drive
4571,2012 Toyota Sequoia SR5 5.7L 4WD,All-wheel drive
4572,2012 Toyota Sequoia SR5 FFV,All-wheel drive
4573,2012 Toyota Sequoia Limited,Rear-wheel drive
4574,2012 Toyota Sequoia Limited 4WD,All-wheel drive
4575,2012 Toyota Sequoia Limited FFV,All-wheel drive
4576,2012 Mazda Mazda3 4-Door i SV,Front-wheel drive
4577,2012 Mazda Mazda3 4-Door i Sport,Front-wheel drive
4578,2012 Mazda Mazda3 4-Door i Sport AT,Front-wheel drive
4579,2012 Mazda Mazda3 4-Door i Touring,Front-wheel drive
4580,2012 Mazda Mazda3 4-Door i Touring AT,Front-wheel drive
4581,2012 Mazda Mazda3 4-Door i Grand Touring,Front-wheel drive
4582,2012 Mazda Mazda3 4-Door s Grand Touring,Front-wheel drive
4583,2012 Mazda Mazda3 4-Door s Grand Touring AT,Front-wheel drive
4584,2012 Dodge Charger R/T,Rear-wheel drive
4585,2012 Dodge Charger R/T AWD,All-wheel drive
4586,2012 Volkswagen Tiguan S,Front-wheel drive
4587,2012 Volkswagen Tiguan S AT,Front-wheel drive
4588,2012 Volkswagen Tiguan S 4Motion,All-wheel drive
4589,2012 Volkswagen Tiguan SE,Front-wheel drive
4590,2012 Volkswagen Tiguan SE 4Motion,All-wheel drive
4591,2012 Volkswagen Tiguan SEL,Front-wheel drive
4592,2012 Volkswagen Tiguan SEL 4Motion,All-wheel drive
4593,2012 Dodge Challenger SXT,Rear-wheel drive
4594,2012 Dodge Challenger R/T,Rear-wheel drive
4595,2012 Dodge Challenger R/T AT,Rear-wheel drive
4596,2012 Dodge Challenger SRT8 392,Rear-wheel drive
4597,2012 Dodge Challenger SRT8 392 AT,Rear-wheel drive
4598,2012 Dodge Avenger SE,Front-wheel drive
4599,2012 Dodge Avenger SXT,Front-wheel drive
4600,2012 Dodge Avenger SXT Plus,Front-wheel drive
4601,2012 Dodge Avenger R/T,Front-wheel drive
4602,2012 Dodge Caliber SE,Front-wheel drive
4603,2012 Dodge Caliber SXT Plus,Front-wheel drive
4604,2012 Volkswagen Jetta S,Front-wheel drive
4605,2012 Volkswagen Jetta S AT,Front-wheel drive
4606,2012 Volkswagen Jetta SE,Front-wheel drive
4607,2012 Volkswagen Jetta SE AT,Front-wheel drive
4608,2012 Volkswagen Jetta SEL,Front-wheel drive
4609,2012 Volkswagen Jetta SEL AT,Front-wheel drive
4610,2012 Volkswagen Jetta TDI,Front-wheel drive
4611,2012 Volkswagen Jetta GLI,Front-wheel drive
4613,2012 Volkswagen Jetta SportWagen S,Front-wheel drive
4614,2012 Volkswagen Jetta SportWagen S AT,Front-wheel drive
4615,2012 Volkswagen Jetta SportWagen SE,Front-wheel drive
4616,2012 Volkswagen Jetta SportWagen TDI,Front-wheel drive
4617,2012 Volkswagen CC Sport,Front-wheel drive
4618,2012 Volkswagen CC R-Line,Front-wheel drive
4619,2012 Volkswagen CC VR6 4Motion Executive,All-wheel drive
4620,2012 Mazda Mazda3 5-Door i Touring,Front-wheel drive
4621,2012 Mazda Mazda3 5-Door i Touring AT,Front-wheel drive
4622,2012 Mazda Mazda3 5-Door i Grand Touring,Front-wheel drive
4623,2012 Mazda Mazda3 5-Door s Grand Touring,Front-wheel drive
4624,2012 Mazda Mazda3 5-Door s Grand Touring AT,Front-wheel drive
4625,2012 Mazda Mazdaspeed3 Touring,Front-wheel drive
4626,2012 Dodge Grand Caravan American Value Package,Front-wheel drive
4627,2012 Dodge Grand Caravan SE,Front-wheel drive
4628,2012 Dodge Grand Caravan SXT,Front-wheel drive
4629,2012 Dodge Grand Caravan Crew,Front-wheel drive
4630,2012 Dodge Grand Caravan R/T,Front-wheel drive
4631,2012 Mazda MX-5 Miata Sport,Rear-wheel drive
4632,2012 Mazda MX-5 Miata Sport AT,Rear-wheel drive
4633,2012 Mazda MX-5 Miata Touring,Rear-wheel drive
4634,2012 Mazda MX-5 Miata Touring AT,Rear-wheel drive
4635,2012 Mazda MX-5 Miata Grand Touring,Rear-wheel drive
4636,2012 Mazda MX-5 Miata Grand Touring AT,Rear-wheel drive
4637,2012 Dodge Journey American Value Package,Front-wheel drive
4638,2012 Dodge Journey SE,Front-wheel drive
4639,2012 Dodge Journey SXT,Front-wheel drive
4640,2012 Dodge Journey SXT AWD,All-wheel drive
4641,2012 Dodge Journey Crew,Front-wheel drive
4642,2012 Dodge Journey Crew AWD,All-wheel drive
4643,2012 Dodge Journey R/T,Front-wheel drive
4644,2012 Dodge Journey R/T AWD,All-wheel drive
4645,2012 Mazda CX-9 Sport,Front-wheel drive
4646,2012 Mazda CX-9 Sport AWD,All-wheel drive
4647,2012 Mazda CX-9 Touring,Front-wheel drive
4648,2012 Mazda CX-9 Touring AWD,All-wheel drive
4649,2012 Mazda CX-9 Grand Touring,Front-wheel drive
4650,2012 Mazda CX-9 Grand Touring AWD,All-wheel drive
4651,2012 Kia Forte LX,Front-wheel drive
4652,2012 Kia Forte LX AT,Front-wheel drive
4653,2012 Kia Forte EX,Front-wheel drive
4654,2012 Kia Forte SX,Front-wheel drive
4655,2012 Kia Forte Koup EX,Front-wheel drive
4656,2012 Kia Forte Koup EX AT,Front-wheel drive
4657,2012 Kia Forte Koup SX,Front-wheel drive
4658,2012 Kia Forte Koup SX AT,Front-wheel drive
4659,2012 Kia Forte 5-Door EX,Front-wheel drive
4660,2012 Kia Forte 5-Door SX,Front-wheel drive
4661,2012 Honda Civic DX Sedan AT,Front-wheel drive
4662,2012 Honda Civic DX Sedan,Front-wheel drive
4663,2012 Honda Civic LX Sedan,Front-wheel drive
4664,2012 Honda Civic LX Sedan AT,Front-wheel drive
4665,2012 Kia Optima LX,Front-wheel drive
4666,2012 Kia Optima LX AT,Front-wheel drive
4667,2012 Kia Optima EX,Front-wheel drive
4668,2012 Kia Optima EX Turbo,Front-wheel drive
4669,2012 Kia Optima SX,Front-wheel drive
4670,2012 Kia Rio 5-Door LX,Front-wheel drive
4671,2012 Kia Rio 5-Door LX AT,Front-wheel drive
4672,2012 Kia Rio 5-Door EX,Front-wheel drive
4673,2012 Kia Rio 5-Door SX,Front-wheel drive
4674,2012 Kia Soul,Front-wheel drive
4675,2012 Kia Soul AT,Front-wheel drive
4676,2012 Kia Soul +,Front-wheel drive
4677,2012 Kia Soul + AT,Front-wheel drive
4678,2012 Kia Soul !,Front-wheel drive
4679,2012 Volkswagen Passat 2.5L S,Front-wheel drive
4680,2012 Volkswagen Passat 2.5L SE,Front-wheel drive
4681,2012 Volkswagen Passat 2.5L SE AT,Front-wheel drive
4682,2012 Volkswagen Passat 2.5L SEL,Front-wheel drive
4683,2012 Volkswagen Passat 2.5L SEL Premium,Front-wheel drive
4684,2012 Volkswagen Passat TDI SE,Front-wheel drive
4685,2012 Volkswagen Touareg V6 Sport,All-wheel drive
4686,2012 Volkswagen Touareg V6 Lux,All-wheel drive
4687,2012 Volkswagen Touareg V6 Executive,All-wheel drive
4688,2012 Volkswagen Touareg TDI Sport,All-wheel drive
4689,2012 Volkswagen Touareg TDI Lux,All-wheel drive
4690,2012 Volkswagen Touareg TDI Executive,All-wheel drive
4691,2012 Volkswagen Touareg Hybrid,All-wheel drive
4692,2012 GMC Acadia SL,Front-wheel drive
4693,2012 GMC Acadia SLE,Front-wheel drive
4694,2012 GMC Acadia SLT1,Front-wheel drive
4695,2012 GMC Acadia SLT2,Front-wheel drive
4696,2012 GMC Acadia SL AWD,All-wheel drive
4697,2012 GMC Acadia SLE AWD,All-wheel drive
4698,2012 GMC Acadia SLT1 AWD,All-wheel drive
4699,2012 GMC Acadia SLT2 AWD,All-wheel drive
4700,2012 GMC Acadia Denali,Front-wheel drive
4701,2012 GMC Acadia Denali AWD,All-wheel drive
4702,2012 GMC Terrain SLE-1,Front-wheel drive
4703,2012 GMC Terrain SLE-1 AWD,All-wheel drive
4704,2012 GMC Terrain SLE-2,Front-wheel drive
4705,2012 GMC Terrain SLE-2 AWD,All-wheel drive
4706,2012 GMC Terrain SLT-1,Front-wheel drive
4707,2012 GMC Terrain SLT-1 AWD,All-wheel drive
4708,2012 GMC Terrain SLT-2,Front-wheel drive
4709,2012 GMC Terrain SLT-2 AWD,All-wheel drive
4710,2012 GMC Terrain SLE-2 264 hp,Front-wheel drive
4711,2012 GMC Terrain SLE-2 264 hp AWD,All-wheel drive
4712,2012 GMC Terrain SLT-1 264 hp,Front-wheel drive
4713,2012 GMC Terrain SLT-1 264 hp AWD,All-wheel drive
4714,2012 GMC Terrain SLT-2 264 hp,Front-wheel drive
4715,2012 GMC Terrain SLT-2 264 hp AWD,All-wheel drive
4716,2012 GMC Yukon SLE,Rear-wheel drive
4717,2012 GMC Yukon SLE 4WD,All-wheel drive
4718,2012 GMC Yukon SLT,Rear-wheel drive
4719,2012 GMC Yukon SLT 4WD,All-wheel drive
4720,2012 GMC Yukon XL SLE 1500,Rear-wheel drive
4721,2012 GMC Yukon XL SLE 1500 4WD,All-wheel drive
4722,2012 GMC Yukon XL SLT 1500,Rear-wheel drive
4723,2012 GMC Yukon XL SLT 1500 4WD,All-wheel drive
4724,2012 GMC Yukon XL SLE 2500,Rear-wheel drive
4725,2012 GMC Yukon XL SLE 2500 4WD,All-wheel drive
4726,2012 GMC Yukon XL SLT 2500 4WD,All-wheel drive
4727,2012 Honda Civic EX-L Sedan,Front-wheel drive
4728,2012 Honda Civic EX Sedan,Front-wheel drive
4729,2012 Honda Civic Si Sedan,Front-wheel drive
4730,2012 Grand Cherokee Laredo X 5.7L 4x4,All-wheel drive
4731,2012 Honda Civic HF Sedan,Front-wheel drive
4732,2012 Grand Cherokee Limited 5.7L 4x4,All-wheel drive
4733,2012 GMC Yukon Hybrid,Rear-wheel drive
4734,2012 GMC Yukon Hybrid 4WD,All-wheel drive
4735,2012 Grand Cherokee Overland 4x4,All-wheel drive
4736,2012 Grand Cherokee Overland 4x2,Rear-wheel drive
4737,2012 Grand Cherokee Overland 5.7L 4x4,All-wheel drive
4738,2012 Volvo C30 T5 AT,Front-wheel drive
4739,2012 Volvo C30 R-Design AT,Front-wheel drive
4740,2012 Volvo C70 T5,Front-wheel drive
4741,2012 GMC Savana Passenger 1LS 1500 Regular Wheelbase,Rear-wheel drive
4742,2012 GMC Savana Passenger 1LS 1500 Regular Wheelbase AWD,All-wheel drive
4743,2012 GMC Savana Passenger 1LT 1500 Regular Wheelbase,Rear-wheel drive
4744,2012 GMC Savana Passenger 1LT 1500 Regular Wheelbase AWD,All-wheel drive
4745,2012 GMC Savana Passenger 1LS 2500 Regular Wheelbase,Rear-wheel drive
4746,2012 GMC Savana Passenger 1LS 2500 Regular Wheelbase 324 hp,Rear-wheel drive
4747,2012 GMC Savana Passenger 1LT 2500 Regular Wheelbase,Rear-wheel drive
4748,2012 GMC Savana Passenger 1LT 2500 Regular Wheelbase 324 hp,Rear-wheel drive
4749,2012 GMC Savana Passenger 1LS 3500 Regular Wheelbase,Rear-wheel drive
4750,2012 GMC Savana Passenger 1LS 3500 Regular Wheelbase 324 hp,Rear-wheel drive
4751,2012 GMC Savana Passenger 1LT 3500 Regular Wheelbase,Rear-wheel drive
4752,2012 GMC Savana Passenger 1LT 3500 Regular Wheelbase 324 hp,Rear-wheel drive
4753,2012 Honda Civic DX Coupe,Front-wheel drive
4754,2012 Honda Civic DX Coupe AT,Front-wheel drive
4755,2012 Honda Civic LX Coupe,Front-wheel drive
4756,2012 Honda Civic LX Coupe AT,Front-wheel drive
4757,2012 Honda Civic EX Coupe,Front-wheel drive
4758,2012 Honda Civic EX Coupe AT,Front-wheel drive
4759,2012 Honda Civic EX-L Coupe,Front-wheel drive
4760,2012 Honda Civic Si Coupe,Front-wheel drive
4761,2012 Volkswagen Golf 2.5L 2-Door,Front-wheel drive
4762,2012 Volkswagen Golf 2.5L 2-Door AT,Front-wheel drive
4763,2012 Volkswagen Golf TDI 2-Door,Front-wheel drive
4764,2012 Volkswagen Golf 4-Door 2.5L 4-Door,Front-wheel drive
4765,2012 Volkswagen Golf 4-Door TDI 4-Door,Front-wheel drive
4766,2012 Volkswagen Golf R 2-Door,All-wheel drive
4767,2012 Jeep Compass Sport 2.4L 4x2,Front-wheel drive
4768,2012 Cadillac CTS Coupe,Rear-wheel drive
4769,2012 Cadillac CTS Coupe AWD,All-wheel drive
4770,2012 Cadillac CTS Coupe Performance,Rear-wheel drive
4771,2012 Cadillac CTS Coupe Performance AWD,All-wheel drive
4772,2012 Cadillac CTS Coupe Premium,Rear-wheel drive
4773,2012 Cadillac CTS Coupe Premium AWD,All-wheel drive
4774,2012 Jaguar XF,Rear-wheel drive
4775,2012 Jaguar XF Portfolio,Rear-wheel drive
4776,2012 Jaguar XF Supercharged,Rear-wheel drive
4777,2012 Jaguar XFR,Rear-wheel drive
4778,2012 Jaguar XJ,Rear-wheel drive
4779,2012 Jaguar XJL Portfolio,Rear-wheel drive
4780,2012 Jaguar XJ Supercharged,Rear-wheel drive
4781,2012 Jaguar XJL Supercharged,Rear-wheel drive
4782,2012 Jaguar XJ Supersport,Rear-wheel drive
4783,2012 Jaguar XJL Supersport,Rear-wheel drive
4784,2012 Cadillac CTS Sport Sedan,Rear-wheel drive
4785,2012 Cadillac CTS Sport Sedan AT,Rear-wheel drive
4786,2012 Cadillac CTS Sport Sedan AWD,All-wheel drive
4787,2012 Cadillac CTS Sport Sedan Luxury,Rear-wheel drive
4788,2012 Cadillac CTS Sport Sedan Luxury AT,Rear-wheel drive
4789,2012 Cadillac CTS Sport Sedan Performance,Rear-wheel drive
4790,2012 Cadillac CTS Sport Sedan Performance AWD,All-wheel drive
4791,2012 Cadillac CTS Sport Sedan Premium,Rear-wheel drive
4792,2012 Cadillac CTS Sport Sedan Premium AWD,All-wheel drive
4793,2012 Cadillac CTS Sport Sedan Luxury AWD,All-wheel drive
4794,2012 Grand Cherokee Overland Summit 5.7L 4x4,All-wheel drive
4795,2012 Jaguar XKR-S Coupe,Rear-wheel drive
4796,2012 Jaguar XK Coupe,Rear-wheel drive
4797,2012 Jaguar XKR Coupe,Rear-wheel drive
4798,2012 Jaguar XK Convertible,Rear-wheel drive
4799,2012 Jaguar XKR Convertible,Rear-wheel drive
4800,2012 Jeep Liberty Arctic 4x4,All-wheel drive
4801,2012 Jeep Liberty Sport 4x4,All-wheel drive
4802,2012 Jeep Liberty Limited Jet Edition 4x2,Rear-wheel drive
4803,2012 Jeep Liberty Limited Edition 4x4,All-wheel drive
4804,2012 Jeep Liberty Limited Jet Edition 4x4,All-wheel drive
4805,2012 Jeep Liberty Sport 4x2,Rear-wheel drive
4806,2012 Jeep Liberty Limited Edition 4x2,Rear-wheel drive
4807,2012 Cadillac CTS Sport Wagon,Rear-wheel drive
4808,2012 Cadillac CTS Sport Wagon AWD,All-wheel drive
4809,2012 Cadillac CTS Sport Wagon Luxury,Rear-wheel drive
4810,2012 Cadillac CTS Sport Wagon Luxury AWD,All-wheel drive
4811,2012 Cadillac CTS Sport Wagon Performance,Rear-wheel drive
4812,2012 Cadillac CTS Sport Wagon Performance AWD,All-wheel drive
4813,2012 Cadillac CTS Sport Wagon Premium,Rear-wheel drive
4814,2012 Cadillac CTS Sport Wagon Premium AWD,All-wheel drive
4815,2012 Honda Crosstour EX,Front-wheel drive
4816,2012 Cadillac CTS-V Coupe,Rear-wheel drive
4817,2012 Cadillac CTS-V Coupe AT,Rear-wheel drive
4818,2012 Volvo XC90 3.2 R-Design AWD,All-wheel drive
4819,2012 Volvo XC90 3.2 AWD,All-wheel drive
4820,2012 Honda Crosstour EX-L,Front-wheel drive
4821,2012 Volvo XC70 3.2 AWD,All-wheel drive
4822,2012 Cadillac CTS-V Sedan,Rear-wheel drive
4823,2012 Cadillac CTS-V Sedan AT,Rear-wheel drive
4824,2012 Volvo XC60 3.2 AWD,All-wheel drive
4825,2012 Honda Crosstour EX-L 4WD,All-wheel drive
4826,2012 Volkswagen Golf R 4-Door,All-wheel drive
4827,2012 Volkswagen Routan S,Front-wheel drive
4828,2012 Volkswagen Routan SE,Front-wheel drive
4829,2012 Volkswagen Routan SEL,Front-wheel drive
4830,2012 Volkswagen Routan SEL Premium,Front-wheel drive
4831,2012 Volkswagen GTI 2-Door,Front-wheel drive
4832,2012 Volkswagen GTI 2-Door Autobahn,Front-wheel drive
4833,2012 Grand Cherokee Laredo X 5.7L 4x2,Rear-wheel drive
4834,2012 Grand Cherokee Limited 5.7L 4x2,Rear-wheel drive
4835,2012 Grand Cherokee Overland 5.7L 4x2,Rear-wheel drive
4836,2012 Grand Cherokee Overland Summit 5.7L 4x2,Rear-wheel drive
4837,2012 Volvo C30 T5 Premier Plus,Front-wheel drive
4838,2012 Volvo C30 T5 Platinum,Front-wheel drive
4839,2012 Volvo C30 R-Design Premier Plus,Front-wheel drive
4840,2012 Volvo C30 R-Design Platinum,Front-wheel drive
4841,2012 Volvo C30 T5 Premier Plus AT,Front-wheel drive
4842,2012 Volvo C30 T5 Platinum AT,Front-wheel drive
4843,2012 Volvo C30 R-Design Platinum AT,Front-wheel drive
4844,2012 Volvo C30 R-Design Premier Plus AT,Front-wheel drive
4845,2012 Volvo C70 T5 Premier Plus,Front-wheel drive
4846,2012 Volvo C70 T5 Platinum,Front-wheel drive
4847,2012 Volvo XC60 3.2 Platinum,Front-wheel drive
4848,2012 Volvo XC60 3.2 Premier,Front-wheel drive
4849,2012 Volvo XC60 3.2 Premier Plus,Front-wheel drive
4850,2012 Volvo XC60 T6 AWD Premier Plus,All-wheel drive
4851,2012 Volvo XC60 T6 AWD Platinum,All-wheel drive
4852,2012 Volvo XC60 T6 AWD R-Design Premier Plus,All-wheel drive
4853,2012 Volvo XC60 T6 AWD R-Design Platinum,All-wheel drive
4854,2012 Volkswagen GTI 4-Door,Front-wheel drive
4855,2012 Volkswagen GTI 4-Door Autobahn,Front-wheel drive
4856,2012 Jeep Patriot Sport 4x4,All-wheel drive
4857,2012 Jeep Patriot Sport 2.4L 4x2,Front-wheel drive
4858,2012 Jeep Patriot Latitude 4x2,Front-wheel drive
4859,2012 Jeep Patriot Latitude 2.4L 4x2,Front-wheel drive
4860,2012 Jeep Patriot Sport 4x2,Front-wheel drive
4861,2012 Volkswagen Beetle 2.5L,Front-wheel drive
4862,2012 Volkswagen Beetle 2.5L AT,Front-wheel drive
4863,2012 Volkswagen Beetle Turbo,Front-wheel drive
4864,2012 Cadillac CTS-V Wagon,Rear-wheel drive
4865,2012 Cadillac CTS-V Wagon AT,Rear-wheel drive
4866,2012 Jeep Wrangler Sport S AT,All-wheel drive
